"doi","publication_date","title","biod","citeulike","crossref","scopus","pubmed","researchblogging","nature","bloglines","postgenomic","facebook","twitter","wikipedia","scienceseeker","counter_html","counter_pdf","counter_xml","counter","pmc_html","pmc_pdf","pmc","mendeley_readers","mendeley_groups","mendeley","comments","comment_replies","trackbacks","f1000","article_type"
"10.1371/journal.pbio.0050043",2007-02-13,"In Vivo Reinsertion of Excised Episomes by the V(D)J Recombinase: A Potential\n          Threat to Genomic Stability",0,0,8,3,5,0,0,0,0,0,0,0,0,2222,624,43,2889,420,195,615,7,0,7,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050044",2007-02-13,"Surviving Endoplasmic Reticulum Stress Is Coupled to Altered Chondrocyte Differentiation and Function",0,0,36,0,29,0,0,0,0,0,0,0,0,10230,1737,90,12057,997,573,1570,14,0,14,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050045",2007-02-06,"Bioassay-Guided Evolution of Glycosylated Macrolide Antibiotics in <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Escherichia coli</named-content>",0,1,14,15,2,0,0,0,0,0,0,0,0,4378,1027,58,5463,426,243,669,27,0,27,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050046",2007-02-06,"Pre-Steady-State Decoding of the Bicoid Morphogen Gradient",0,7,49,22,59,0,0,0,1,0,0,0,0,5590,1493,69,7152,544,146,690,62,0,62,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0050047",2007-02-27,"<italic>LACHESIS</italic> Restricts Gametic Cell Fate in the Female Gametophyte of <italic>Arabidopsis</italic>",0,0,42,29,23,0,0,0,0,0,0,0,0,4081,1270,80,5431,840,374,1214,29,0,29,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050048",2007-02-13,"Open Access to Research Is in the Public Interest",0,1,0,3,1,0,0,0,2,0,0,0,0,3739,524,77,4340,112,63,175,12,0,12,1,0,0,0,"Editorial"
"10.1371/journal.pbio.0050050",2007-01-30,"Central and Peripheral Signals Set the Circadian Liver Clock",0,0,0,0,0,0,0,0,0,0,0,0,0,2755,591,69,3415,207,51,258,7,0,7,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050051",2007-02-06,"Combinatorial Coding for <italic>Drosophila</italic> Neurons",0,0,0,0,0,0,0,0,0,0,0,0,0,2684,504,64,3252,182,36,218,4,0,4,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050052",2007-02-13,"FMRP Mediates mGluR<sub>5</sub>-Dependent Translation of Amyloid Precursor Protein",0,2,50,33,49,0,0,0,0,0,0,0,0,6105,1999,115,8219,1220,619,1839,30,0,30,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050053",2007-02-20,"Functional Modulation of Cardiac Form through Regionally Confined Cell Shape Changes",0,0,41,32,35,0,0,0,0,0,0,0,0,6074,1651,100,7825,989,442,1431,28,0,28,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050054",2007-01-23,"Both Barriers and Trait Complementarity Govern Pollination Network Structure",0,0,13,0,0,0,0,0,0,0,0,0,0,1769,447,61,2277,117,37,154,13,0,13,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050055",2007-02-13,"Sing the Genome Electric: Excited Cells Adjust Their Splicing",0,3,0,2,2,0,0,0,0,0,0,0,0,2679,793,68,3540,120,47,167,7,0,7,0,0,0,0,"Primer"
"10.1371/journal.pbio.0050056",2007-02-20,"Auditory Short-Term Memory Behaves Like Visual Short-Term Memory",0,8,13,17,11,0,0,0,0,0,0,0,0,14029,1596,99,15724,1968,334,2302,36,0,36,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050057",2007-02-13,"Genome-Wide Profiling and Analysis of <italic>Arabidopsis</italic> siRNAs",0,5,124,86,121,0,0,0,0,0,0,0,0,9316,3898,101,13315,1616,781,2397,113,0,113,1,0,0,0,"Research Article"
"10.1371/journal.pbio.0050058",2007-03-13,"Synthetic Biology: Caught between Property Rights, the Public Domain, and the Commons",0,6,25,13,14,0,0,0,0,0,0,0,0,16172,2570,95,18837,793,301,1094,48,0,48,0,0,0,0,"Essay"
"10.1371/journal.pbio.0050059",2007-02-20,"Experimental Test of Connector Rotation during DNA Packaging into Bacteriophage ?29 Capsids",0,1,42,31,26,0,0,0,0,0,0,0,0,4300,1134,75,5509,428,162,590,19,0,19,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050061",2007-03-06,"A Burst-Based âHebbianâ Learning Rule at Retinogeniculate Synapses Links Retinal Waves to Activity-Dependent Refinement",0,3,29,25,37,0,0,0,0,0,0,0,0,4394,1369,58,5821,579,233,812,67,0,67,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050062",2007-03-06,"The Gene <italic>vitellogenin</italic> Has Multiple Coordinating Effects on Social Organization",0,1,72,32,48,0,0,0,0,0,0,2,0,8206,2374,87,10667,591,305,896,76,0,76,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050063",2007-03-06,"Cdk5 Is Involved in BDNF-Stimulated Dendritic Growth in Hippocampal Neurons",0,0,26,9,11,0,0,0,0,0,0,0,0,4031,1516,56,5603,1156,516,1672,32,0,32,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050064",2007-02-20,"Als3 Is a <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Candida albicans</named-content> Invasin That Binds to Cadherins and Induces Endocytosis by Host Cells",0,1,70,30,77,0,0,0,0,0,0,0,0,5844,1550,74,7468,1459,568,2027,39,0,39,0,0,0,6,"Research Article"
"10.1371/journal.pbio.0050065",2007-03-06,"Retinal Ganglion Cells Can Rapidly Change Polarity from Off to On",0,2,13,1,13,0,0,0,0,0,0,0,0,4420,1103,65,5588,427,131,558,66,0,66,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0050066",2007-03-06,"Expanding the Neuron's Calcium Signaling Repertoire: Intracellular Calcium Release via Voltage-Induced PLC and IP3R Activation",0,0,5,8,6,0,0,0,0,0,0,0,0,3729,1000,45,4774,2323,411,2734,18,0,18,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050067",2007-03-06,"Arkadia Enhances Nodal/TGF-? Signaling by Coupling Phospho-Smad2/3 Activity and Turnover",0,3,29,21,20,0,0,0,0,0,0,0,0,4770,1226,57,6053,950,442,1392,12,0,12,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050068",2007-02-13,"A Novel Role for the TIR Domain in Association with Pathogen-Derived Elicitors",0,1,72,48,55,0,0,0,0,0,0,0,0,6529,2784,91,9404,900,499,1399,56,0,56,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050069",2007-03-06,"The Prethalamus Is Established during Gastrulation and Influences Diencephalic Regionalization",0,0,14,10,12,0,0,0,0,0,0,0,0,2631,693,63,3387,519,163,682,15,0,15,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0050070",2007-03-13,"Two Oppositely Localised Frizzled RNAs as Axis Determinants in a Cnidarian Embryo",0,0,26,21,14,0,0,0,0,0,0,0,0,3041,873,53,3967,595,155,750,30,0,30,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050071",2007-03-06,"Systemic Bud Induction and Retinoic Acid Signaling Underlie Whole Body Regeneration in the Urochordate <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Botrylloides leachi</named-content>",0,1,20,11,6,0,0,0,0,0,0,0,0,3426,789,73,4288,643,197,840,1,0,1,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050072",2007-03-06,"Modification of a Hydrophobic Layer by a Point Mutation in Syntaxin 1A Regulates the Rate of Synaptic Vesicle Fusion",0,0,7,7,7,0,0,0,0,0,0,1,0,2857,765,66,3688,514,192,706,17,0,17,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050073",2007-03-13,"Enhancement of <italic>SMN2</italic> Exon 7 Inclusion by Antisense Oligonucleotides Targeting the Exon",0,1,46,19,46,0,0,0,0,0,0,0,0,4385,1334,65,5784,809,424,1233,46,0,46,1,0,0,0,"Research Article"
"10.1371/journal.pbio.0050074",2007-03-13,"<italic>Sorcerer II:</italic> The Search for Microbial Diversity Roils the Waters",0,3,4,4,1,0,0,0,1,0,0,0,0,5710,1350,66,7126,526,165,691,38,0,38,0,0,0,0,"Feature"
"10.1371/journal.pbio.0050075",2007-03-13,"CAMERA: A Community Resource for Metagenomics",0,23,110,4,107,1,0,0,2,0,0,0,0,8878,2434,68,11380,1383,424,1807,163,0,163,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0050076",2007-03-20,"Superfamily Assignments for the Yeast Proteome through Integration of Structure Prediction with the Gene Ontology",0,3,12,14,15,0,0,0,0,0,0,8,0,5965,1509,65,7539,489,254,743,23,0,23,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050077",2007-03-13,"The Sorcerer II Global Ocean Sampling Expedition: Northwest Atlantic through Eastern Tropical Pacific",63,34,457,388,353,0,0,0,5,0,0,3,0,32902,9045,282,42229,3008,1313,4321,457,0,457,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0050078",2007-03-20,"Glucocorticoids Play a Key Role in Circadian Cell Cycle Rhythms",0,3,17,16,7,0,0,0,2,0,0,0,0,6451,1893,77,8421,1044,474,1518,41,0,41,1,0,0,0,"Research Article"
"10.1371/journal.pbio.0050079",2007-03-13,"An Aromatic Sensor with Aversion to Damaged Strands Confers Versatility to DNA Repair",0,0,27,22,13,0,0,0,0,0,0,0,0,2431,572,52,3055,459,123,582,8,0,8,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050080",2007-03-13,"DNA-Dependent Protein Kinase Inhibits AID-Induced Antibody Gene Conversion",0,0,3,4,5,0,0,0,0,0,0,0,0,2132,547,45,2724,284,104,388,10,0,10,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050081",2007-03-20,"H2A.Z-Mediated Localization of Genes at the Nuclear Periphery Confers Epigenetic Memory of Previous Transcriptional State",0,5,107,106,84,0,0,0,0,0,0,0,0,7122,2814,72,10008,859,619,1478,57,0,57,0,0,0,3,"Research Article"
"10.1371/journal.pbio.0050082",2007-03-13,"Environmental Shotgun Sequencing: Its Potential and Challenges for Studying the Hidden World of Microbes",51,30,31,45,42,0,0,0,5,0,0,3,0,11822,3933,121,15876,3509,766,4275,0,0,0,1,0,0,0,"Essay"
"10.1371/journal.pbio.0050083",2007-03-13,"Global Ocean Sampling Collection",0,4,2,2,1,0,0,0,1,0,0,0,0,6149,1168,70,7387,464,118,582,28,0,28,0,0,0,0,"Editorial"
"10.1371/journal.pbio.0050084",2007-02-13,"ProteinâRNA Interaction Links Fragile X Syndrome and Alzheimer Disease",0,0,0,0,0,0,0,0,0,0,0,0,0,3622,876,84,4582,139,46,185,4,0,4,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050085",2007-03-13,"Untapped Bounty: Sampling the Seas to Survey Microbial Biodiversity",0,4,1,0,2,0,0,0,4,0,0,0,0,8440,1943,127,10510,2765,382,3147,37,0,37,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050086",2007-03-06,"A Single Gene Coordinates the Social Life of Honeybees",0,0,0,0,0,0,0,0,0,0,0,0,0,4900,1180,80,6160,170,44,214,12,0,12,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050087",2007-03-20,"Independently Evolving Species in Asexual Bdelloid Rotifers",0,4,64,76,34,0,0,0,1,0,0,5,0,12046,3114,85,15245,842,240,1082,10,0,10,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050090",2007-03-27,"Transcript Specificity in Yeast Pre-mRNA Splicing Revealed by Mutations in Core Spliceosomal Components",0,4,37,35,57,0,0,0,0,0,0,0,0,6027,1558,82,7667,853,301,1154,37,0,37,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050091",2007-02-20,"Does Bacteriophage ?29 Pack Its DNA with a Twist?",0,0,0,0,0,0,0,0,0,0,0,0,0,2185,369,68,2622,99,18,117,3,0,3,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050092",2007-03-20,"Protein Oxidation Implicated as the Primary Determinant of Bacterial Radioresistance",0,0,74,85,52,0,0,0,2,0,2,2,0,10499,3123,97,13719,1344,617,1961,65,0,65,0,0,0,4,"Research Article"
"10.1371/journal.pbio.0050093",2007-03-27,"Elucidating the Ticking of an In Vitro Circadian Clockwork",0,1,41,38,41,0,0,0,1,0,0,0,0,4614,1410,79,6103,314,200,514,35,0,35,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050094",2007-04-03,"Understanding the Evolutionary Fate of Finite Populations: The Dynamics of Mutational Effects",0,10,31,29,41,0,0,0,1,0,0,0,0,4984,1912,54,6950,294,156,450,77,0,77,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050095",2007-04-03,"Intramolecular and Intermolecular Interactions of Protein Kinase B Define Its Activation In Vivo",0,6,52,68,53,0,0,0,0,0,0,0,0,5398,1719,93,7210,703,381,1084,50,0,50,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050096",2007-04-10,"Aphid Thermal Tolerance Is Governed by a Point Mutation in Bacterial Symbionts",0,5,44,38,21,2,0,0,4,0,0,1,0,4513,1483,65,6061,524,262,786,51,0,51,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050097",2007-04-10,"Structural and Chemical Profiling of the Human Cytosolic Sulfotransferases",0,3,29,31,22,0,0,0,0,0,0,4,0,3050,973,45,4068,922,470,1392,17,0,17,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050098",2007-03-06,"From One to Many and Back Again: A Systemic Signal Triggers Tunicate Regeneration",0,0,0,0,0,0,0,0,0,0,0,1,0,2306,347,55,2708,214,30,244,2,0,2,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050099",2007-03-20,"Who Needs Sex (or Males) Anyway?",0,0,0,1,0,0,0,0,1,2,0,2,0,19705,1885,111,21701,222,46,268,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050100",2007-04-10,"Object-Oriented Echo Perception and Cortical Representation in Echolocating Bats",0,0,9,13,7,0,0,0,0,0,0,2,0,2390,691,50,3131,433,141,574,32,0,32,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050101",2007-04-03,"Survey Sequencing and Comparative Analysis of the Elephant Shark <italic>(Callorhinchus milii)</italic> Genome",0,4,100,92,70,0,0,0,2,0,0,2,0,7883,1970,80,9933,1220,451,1671,59,0,59,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050102",2007-04-17,"High Incidence of Non-Random Template Strand Segregation and Asymmetric Fate Determination In Dividing Stem Cells and their Progeny",0,1,67,46,48,0,0,0,0,0,0,0,0,6928,2746,70,9744,1181,654,1835,74,0,74,0,0,0,5,"Research Article"
"10.1371/journal.pbio.0050103",2007-04-17,"Law, Responsibility, and the Brain",0,5,20,24,8,0,0,0,3,0,0,0,0,18307,3821,167,22295,1735,508,2243,5,0,5,0,0,0,0,"Essay"
"10.1371/journal.pbio.0050104",2007-04-17,"<italic>Big Pharma</italic> (The Play)",0,0,0,0,0,0,0,0,0,0,0,0,0,2030,391,60,2481,498,41,539,4,0,4,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0050105",2007-04-10,"A Dominant, Recombination-Defective Allele of <italic>Dmc1</italic> Causing Male-Specific Sterility",0,3,18,18,14,0,0,0,0,0,0,0,0,3493,911,54,4458,580,243,823,15,0,15,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050106",2007-04-17,"Peptides Encoded by Short ORFs Control Development and Define a New Eukaryotic Gene Family",0,4,31,38,31,0,0,0,0,0,0,0,0,5698,2066,57,7821,821,351,1172,39,0,39,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0050107",2007-04-17,"An Incentive Solution to the Peer Review Problem",0,5,9,7,0,0,0,0,2,0,0,0,0,7175,1226,67,8468,143,55,198,18,0,18,21,0,0,0,"Correspondence"
"10.1371/journal.pbio.0050108",2007-03-20,"Paradox Resolved? The Strange Case of the Radiation-Resistant Bacteria",0,2,1,3,2,0,0,0,0,0,0,0,0,6391,1445,73,7909,277,74,351,25,0,25,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050109",2007-04-24,"Selective Translational Repression of Truncated Proteins from Frameshift Mutation-Derived mRNAs in Tumors",0,1,10,19,11,0,0,0,0,0,0,4,0,3878,1084,71,5033,745,412,1157,12,0,12,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050110",2007-05-01,"Mitochondrial Dysfunction Accounts for the Stochastic Heterogeneity in Telomere-Dependent Senescence",0,1,101,111,59,0,0,0,0,0,0,0,0,8059,2874,72,11005,1375,1029,2404,33,0,33,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050111",2007-04-03,"Forest Elephant Crisis in the Congo Basin",0,6,20,25,7,0,0,0,0,0,0,0,0,8712,1494,65,10271,884,172,1056,67,0,67,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050112",2007-04-17,"Does Medicine without Evolution Make Sense?",0,3,5,4,3,0,0,0,5,0,1,0,0,11639,2303,99,14041,1092,211,1303,22,0,22,0,0,0,0,"Editorial"
"10.1371/journal.pbio.0050113",2007-04-17,"The Genetics of Brain Wiring: From Molecule to Mind",0,3,16,11,6,0,0,0,0,0,14,0,0,10433,2623,106,13162,358,87,445,47,0,47,0,0,0,0,"Essay"
"10.1371/journal.pbio.0050114",2007-04-17,"From Parasite to Mutualist: Rapid Evolution of <italic>Wolbachia</italic> in Natural Populations of <italic>Drosophila</italic>",0,3,72,39,42,0,0,0,3,0,0,0,0,7452,2376,59,9887,585,245,830,83,0,83,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0050115",2007-04-03,"In the Shadows of the Congo Basin Forest, Elephants Fall to the Illegal Ivory Trade",0,0,0,0,0,0,0,0,0,0,0,1,0,2879,455,54,3388,1363,65,1428,8,0,8,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050116",2007-03-20,"Fly Photoreceptors Demonstrate Energy-Information Trade-Offs in Neural Coding",0,2,35,30,26,0,0,0,0,0,0,0,0,4578,1218,57,5853,438,144,582,78,0,78,0,0,0,3,"Research Article"
"10.1371/journal.pbio.0050117",2007-04-24,"Unmasking Activation of the Zygotic Genome Using Chromosomal Deletions in the <italic>Drosophila</italic> Embryo",0,14,28,13,54,0,0,0,0,0,0,0,0,6844,1848,72,8764,962,994,1956,56,0,56,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050118",2007-04-24,"Odorant-Binding Proteins OBP57d and OBP57e Affect Taste Perception and Host-Plant Preference in <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Drosophila sechellia</named-content>",0,3,58,50,37,0,0,0,0,0,0,0,0,5083,1765,76,6924,732,302,1034,49,0,49,0,0,0,3,"Research Article"
"10.1371/journal.pbio.0050119",2007-04-24,"Imaging the Impact of Cortical Microcirculation on Synaptic Structure and Sensory-Evoked Hemodynamic Responses In Vivo",0,2,45,11,23,0,0,0,0,0,0,0,0,3792,1199,63,5054,761,385,1146,39,0,39,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050120",2007-04-17,"The Failure of Environmental Education (and How We Can Fix It)",0,1,6,4,3,0,0,0,3,44,0,0,0,10769,2414,89,13272,1870,298,2168,41,0,41,2,0,0,0,"Essay"
"10.1371/journal.pbio.0050121",2007-05-01,"Structural and Thermodynamic Properties of Selective Ion Binding in a K<sup>+</sup> Channel",0,3,56,39,43,0,0,0,0,0,0,2,0,5351,1891,69,7311,1137,533,1670,0,0,0,2,0,0,0,"Research Article"
"10.1371/journal.pbio.0050123",2007-05-01,"Cyclin B1âCdk1 Activation Continues after Centrosome Separation to Control Mitotic Progression",0,1,23,29,21,0,0,0,0,0,0,0,0,5627,1691,56,7374,1019,669,1688,29,0,29,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050124",2007-05-08,"Thermal Stress and Coral Cover as Drivers of Coral Disease Outbreaks",0,3,83,179,46,0,0,0,1,0,1,0,0,14286,3484,88,17858,855,386,1241,203,0,203,1,0,0,0,"Research Article"
"10.1371/journal.pbio.0050125",2007-04-17,"Non-Random Chromosome Segregation in Stem Cells",0,0,0,0,0,0,0,0,0,0,0,0,0,3210,832,56,4098,868,58,926,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050126",2007-04-10,"When Bacteria Lose a Single DNA Base, Aphids Suffer",0,0,0,0,0,0,0,0,0,0,0,0,0,4890,491,54,5435,102,17,119,2,0,2,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050127",2007-05-15,"Evidence of a Large-Scale Functional Organization of Mammalian Chromosomes",0,0,5,1,6,0,0,0,0,0,0,0,0,1940,548,42,2530,111,56,167,48,0,48,0,0,0,0,"Correspondence"
"10.1371/journal.pbio.0050128",2007-05-15,"Evidence of a Large-Scale Functional Organization of Mammalian Chromosomes: Authors' Reply",0,0,0,0,0,0,0,0,0,0,0,0,0,1083,158,38,1279,69,14,83,0,0,0,0,0,0,0,"Correspondence"
"10.1371/journal.pbio.0050129",2007-04-17,"Whole-Genome Analysis of Histone H3 Lysine 27 Trimethylation in <italic>Arabidopsis</italic>",0,11,111,86,110,0,0,0,0,0,0,0,0,11793,3192,95,15080,1344,1136,2480,70,0,70,0,0,0,4,"Research Article"
"10.1371/journal.pbio.0050130",2007-05-15,"Correction: Does Bacteriophage ?29 Pack Its DNA with a Twist?",0,0,0,0,0,0,0,0,0,0,0,0,0,591,68,36,695,14,5,19,0,0,0,0,0,0,0,"Correction"
"10.1371/journal.pbio.0050131",2007-04-24,"Novel Technique Shows When the Fertilized Eggâs Genome Comes into Its Own",0,3,0,0,0,0,0,0,0,0,0,0,0,2317,522,51,2890,195,37,232,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050132",2007-05-01,"Distinct Functions for Different <italic>scl</italic> Isoforms in Zebrafish Primitive and Definitive Hematopoiesis",0,0,13,10,12,0,0,0,0,0,0,0,0,3128,883,43,4054,711,293,1004,17,0,17,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050133",2007-04-24,"Gamma Oscillations in Human Primary Somatosensory Cortex Reflect Pain Perception",0,3,35,18,19,0,0,0,0,0,0,0,0,3791,1281,54,5126,630,267,897,83,0,83,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050134",2007-05-01,"A Helical Structural Nucleus Is the Primary Elongating Unit of Insulin Amyloid Fibrils",0,0,66,45,22,0,0,0,0,0,0,0,0,3529,1244,59,4832,860,563,1423,43,0,43,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050135",2007-05-15,"A Cultural and Natural History of the Fly",0,0,0,0,0,0,0,0,0,0,0,0,0,2035,369,38,2442,568,53,621,4,0,4,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0050136",2007-05-15,"Correction: Retinal Ganglion Cells Can Rapidly Change Polarity from Off to On",0,0,0,0,0,0,0,0,0,0,0,0,0,785,98,35,918,29,10,39,1,0,1,0,0,0,0,"Correction"
"10.1371/journal.pbio.0050137",2007-05-08,"Dual Lipolytic Control of Body Fat Storage and Mobilization in <italic>Drosophila</italic>",0,1,38,18,32,0,0,0,0,0,0,0,0,6940,1914,71,8925,2107,674,2781,29,0,29,0,0,0,4,"Research Article"
"10.1371/journal.pbio.0050138",2007-05-08,"Mental Training Affects Distribution of Limited Brain Resources",0,13,81,90,45,0,0,0,3,2,1,1,0,30388,6394,191,36973,1790,1029,2819,222,0,222,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050139",2007-05-15,"Cetaceans Have Complex Brains for Complex Cognition",0,8,41,16,11,0,0,0,1,1,0,6,0,18007,3812,113,21932,5950,1076,7026,174,0,174,4,0,0,0,"Essay"
"10.1371/journal.pbio.0050140",2007-04-24,"Can a Taste for Poison Drive Speciation?",0,0,0,0,0,0,0,0,0,0,0,0,0,3349,699,67,4115,104,61,165,10,0,10,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0050141",2007-05-15,"The Undergraduate Genomics Research Initiative",0,4,3,5,6,0,0,0,1,0,0,0,0,3713,937,51,4701,186,133,319,14,0,14,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0050142",2007-05-15,"Survival of the Likeliest?",0,7,12,6,3,0,0,0,3,0,0,0,0,12350,2661,125,15136,326,160,486,67,0,67,6,0,0,0,"Feature"
"10.1371/journal.pbio.0050143",2007-05-15,"A K<sub>ATP</sub> Channel-Dependent Pathway within ? Cells Regulates Glucagon Release from Both Rodent and Human Islets of Langerhans",0,0,34,51,27,0,0,0,0,0,0,0,0,3890,1344,49,5283,1086,614,1700,17,0,17,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050144",2007-05-22,"Structural Analysis of CsoS1A and the Protein Shell of the <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Halothiobacillus neapolitanus</named-content> Carboxysome",0,1,29,29,22,0,0,0,0,0,0,3,0,2603,640,43,3286,596,197,793,22,0,22,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050145",2007-05-15,"<italic>Drosophila</italic> Brakeless Interacts with Atrophin and Is Required for Tailless-Mediated Transcriptional Repression in Early Embryos",0,2,11,8,8,0,0,0,0,0,0,0,0,2680,634,50,3364,431,172,603,9,0,9,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050146",2007-05-29,"PER-TIM Interactions with the Photoreceptor Cryptochrome Mediate Circadian Temperature Responses in <italic>Drosophila</italic>",0,0,15,18,16,0,0,0,0,0,0,0,0,3545,1081,49,4675,651,284,935,32,0,32,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050147",2007-06-12,"Correction: A Map of Recent Positive Selection in the Human Genome",0,0,0,0,0,0,0,0,0,0,0,0,0,1735,363,30,2128,86,29,115,2,0,2,0,0,0,0,"Correction"
"10.1371/journal.pbio.0050148",2007-06-12,"Correction: Loss of Olfactory Receptor Genes Coincides with the Acquisition of Full Trichromatic Vision in Primates",0,0,10,9,0,0,0,0,0,0,0,0,0,1628,308,32,1968,97,18,115,1,0,1,0,0,0,0,"Correction"
"10.1371/journal.pbio.0050149",2007-05-22,"The Mother Centriole Plays an Instructive Role in Defining Cell Geometry",0,0,22,5,16,0,0,0,0,0,0,6,0,9192,1577,79,10848,1018,358,1376,38,0,38,2,0,0,0,"Research Article"
"10.1371/journal.pbio.0050150",2007-05-29,"Setting the Tempo in Development: An Investigation of the Zebrafish Somite Clock Mechanism",0,2,41,39,21,0,0,0,0,0,0,0,0,4331,1418,49,5798,763,285,1048,45,0,45,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050152",2007-06-05,"Principles of Genome Evolution in the <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Drosophila melanogaster</named-content> Species Group",0,17,35,33,41,0,0,0,0,0,1,1,0,7674,1946,50,9670,684,252,936,69,0,69,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0050153",2007-06-12,"Confirmation of Organized Modularity in the Yeast Interactome",0,7,30,21,23,0,0,0,0,0,0,0,0,4286,1092,45,5423,531,210,741,20,0,20,0,0,0,0,"Correspondence"
"10.1371/journal.pbio.0050154",2007-06-12,"Still Stratus Not Altocumulus: Further Evidence against the Date/Party Hub Distinction",0,10,33,39,32,0,0,0,0,0,0,0,0,3295,805,54,4154,846,194,1040,26,0,26,0,0,0,0,"Correspondence"
"10.1371/journal.pbio.0050155",2007-06-05,"Generation of Active Protein Phosphatase 2A Is Coupled to Holoenzyme Assembly",0,0,21,8,20,0,0,0,0,0,0,0,0,3004,889,47,3940,748,384,1132,17,0,17,0,0,0,1,"Research Article"
